id,week,center_id,meal_id,checkout_price,base_price,emailer_for_promotion,homepage_featured,num_orders
1380543,1,11,1902,387.03,447.23,0,0,54
1381214,1,11,1247,387.03,447.23,0,0,40
1264861,1,11,1770,338.53,484.03,0,0,41
1094881,1,11,1198,166.9,219.25,0,0,391
1429620,1,11,1311,160.05,160.05,0,0,783
1032988,1,11,1803,179.45,179.45,0,0,769
1225075,1,11,1438,242.5,272.63,0,0,55
1297860,1,11,1847,258.05,258.05,0,0,28
1215256,1,11,1558,583.03,612.13,1,0,80
1059758,1,11,2581,582,612.13,1,1,459
1090602,1,11,1962,586.91,624.71,1,0,540
1236933,1,11,1445,628.62,627.62,0,1,81
1283261,1,11,2867,626.62,628.62,0,0,81
1439461,1,11,2760,243.53,242.53,0,0,215
1102584,1,11,1525,242.5,282.33,0,1,460
1147589,1,11,2704,243.5,280.33,0,1,270
1188075,1,11,2492,387.03,387.03,0,0,26
1250484,1,11,1543,486.03,486.03,0,0,107
1099886,1,11,2304,484.03,485.03,0,0,150
1034383,1,83,1885,121.31,120.31,0,1,1025
1079823,1,83,1993,122.28,122.28,0,1,1161
1334761,1,83,2539,117.4,117.4,0,0,107
1257601,1,83,2631,174.6,246.38,0,0,80
1160002,1,83,1248,152.29,240.62,0,0,107
1234272,1,83,1778,174.63,175.63,0,0,188
1231510,1,83,1062,170.78,170.78,0,0,284
1227298,1,83,2707,190.12,225.07,0,0,473
1338446,1,83,1207,322.07,321.07,0,0,310
1025380,1,83,1230,319.13,320.13,0,0,406
1432467,1,83,2322,321.1,320.1,0,0,256
1310043,1,83,2290,309.43,309.43,0,0,634
1437105,1,83,1727,427.83,427.83,0,0,446
1483708,1,83,1109,288.12,289.12,0,0,553
1146078,1,83,2577,241.53,242.53,0,0,69
1450278,1,83,2640,242.53,243.53,0,0,244
1233755,1,83,1878,241.53,242.53,0,0,311
1257890,1,83,2306,244.5,293,0,1,67
1342795,1,83,1216,388.03,387.03,0,0,81
1219960,1,83,2126,445.26,438.5,0,1,81
1245268,1,83,2826,328.86,329.86,0,0,163
1278473,1,83,1754,290.03,290.03,0,0,635
1023865,1,83,1971,259.96,290.03,1,0,701
1011853,1,83,1902,484.03,485.03,0,0,13
1453408,1,83,1247,484.03,485.03,0,0,67
1401967,1,83,1770,484.03,486.03,0,0,54
1290474,1,83,1558,582.03,611.13,1,0,109
1277369,1,83,2581,582.03,612.1,1,0,121
1322116,1,83,1962,581.03,612.13,1,0,244
1411392,1,83,1445,663.51,663.51,0,0,163
1373703,1,83,2444,660.63,660.63,0,0,53
1446507,1,83,2867,658.63,658.63,0,0,28
1339225,1,83,2760,232.83,232.83,0,0,149
1026447,1,83,1525,244.5,281.33,0,0,94
1247627,1,83,2704,244.5,273.57,0,0,175
1379125,1,83,2492,446.23,445.23,0,0,42
1364369,1,83,1543,504.43,503.43,0,0,134
1315256,1,83,2304,504.43,504.43,0,0,68
1118999,1,32,1885,114.52,113.52,0,1,445
1258815,1,32,1993,115.46,114.46,0,1,568
1065257,1,32,2539,114.49,115.49,0,0,161
1086441,1,32,2139,454.93,454.93,0,0,13
1174747,1,32,2631,190.15,253.23,0,0,69
1132308,1,32,1248,222.19,248.32,0,0,69
1441945,1,32,1778,178.54,176.54,0,0,271
1402151,1,32,1062,175.6,174.6,0,0,256
1331425,1,32,2707,194.97,228.98,0,0,204
1154179,1,32,1207,315.25,315.25,0,0,53
1488872,1,32,1230,317.19,317.19,0,0,135
1026919,1,32,2322,325.98,324.98,0,0,82
1191453,1,32,2290,310.43,310.43,0,0,770
1377723,1,32,1727,403.55,402.55,0,0,216
1447208,1,32,1109,296.88,296.88,0,0,405
1446444,1,32,2577,241.53,241.53,0,0,14
1393650,1,32,2640,242.53,243.53,0,0,81
1355989,1,32,1878,241.53,241.53,0,0,109
1111478,1,32,2306,256.14,254.14,0,0,108
1139401,1,32,1216,387.03,640.23,0,0,69
1485923,1,32,2126,436.5,438.5,0,1,148
1142326,1,32,2826,279.36,281.36,0,0,285
1163857,1,32,1754,281.33,282.33,0,0,499
1155207,1,32,1971,258.99,291.06,1,0,527
1468044,1,32,1770,485.03,486.03,0,0,26
1212308,1,32,1558,583.03,611.13,1,0,150
1488763,1,32,2581,581.03,611.1,1,0,269
1081025,1,32,1962,582.03,610.13,1,0,81
1300146,1,32,1445,660.63,659.63,0,0,40
1287462,1,32,2444,658.63,660.63,0,0,26
1007974,1,32,2867,660.63,658.63,0,0,55
1024585,1,32,2760,233.83,232.83,0,0,27
1177435,1,32,1525,249.29,251.29,0,0,82
1425360,1,32,2704,244.5,282.33,0,0,95
1267775,1,32,2492,447.23,446.23,0,0,53
1086716,1,32,1543,504.43,505.43,0,0,108
1343194,1,32,2304,503.43,505.43,0,0,41
1171094,1,13,1885,135.86,122.28,0,1,2132
1068455,1,13,1993,134.86,122.28,0,1,2418
1105491,1,13,2539,133.86,133.86,0,0,474
1486384,1,13,2139,337.62,437.53,0,0,123
1345938,1,13,2631,252.23,437.47,0,0,162
1277430,1,13,1248,253.23,251.23,0,0,121
1005971,1,13,1778,184.36,182.36,0,0,513
1217794,1,13,1062,185.33,185.33,0,0,998
1264572,1,13,2707,191.09,193.09,0,0,2078
1269641,1,13,1207,307.49,382.24,0,0,366
1129923,1,13,1230,320.16,390,0,0,337
1068257,1,13,2322,321.1,382.24,0,0,528
1324629,1,13,2290,279.36,281.36,0,0,1688
1298988,1,13,1727,424.92,424.92,0,0,1067
1191305,1,13,1109,231.86,299.73,1,0,3511
1174920,1,13,2577,281.33,280.33,0,0,271
1383444,1,13,2640,282.33,280.33,0,0,526
1063247,1,13,1878,280.33,280.33,0,0,257
1437377,1,13,2306,244.44,340.53,0,1,756
1461939,1,13,1216,454.93,456.93,0,0,13
1472502,1,13,2126,485,532.53,0,1,122
1071192,1,13,2826,330.83,330.83,0,0,1404
1433904,1,13,1754,261.9,261.9,0,0,836
1098091,1,13,1971,259.99,322.04,1,0,541
1373262,1,13,1902,389.03,445.23,0,0,122
1464040,1,13,1247,387.03,447.23,0,0,175
1486750,1,13,1770,364.72,486.03,0,0,150
1183937,1,13,1198,169.78,168.78,0,0,688
1468787,1,13,1311,176.54,177.54,0,0,904
1085541,1,13,1803,157.2,157.2,0,0,944
1287360,1,13,1438,243.5,272.63,0,0,109
1463148,1,13,2494,242.5,270.63,0,0,41
1271764,1,13,1847,243.5,271.63,0,0,54
1200846,1,13,1558,587.82,612.13,1,0,283
1393272,1,13,2581,582.03,611.13,1,0,486
1252066,1,13,1962,584.97,611.13,1,0,986
1426338,1,13,1445,627.62,626.62,0,0,284
1215732,1,13,2444,626.62,627.62,0,0,109
1433489,1,13,2867,626.62,626.62,0,0,161
1419703,1,13,2760,242.53,243.53,0,0,485
1405620,1,13,1525,242.5,281.33,0,1,1202
1444506,1,13,2704,244.5,280.33,0,1,593
1265843,1,13,2492,388.03,389.03,0,0,96
1413337,1,13,1543,484.03,484.03,0,0,283
1217829,1,13,2304,485.03,486.03,0,0,134
1472084,1,109,1885,134.86,134.86,0,0,890
1450474,1,109,1993,133.86,135.86,0,0,958
1108848,1,109,2539,134.86,135.86,0,0,177
1041457,1,109,2139,341.5,435.53,0,0,54
1217942,1,109,2631,243.5,242.5,0,0,82
1132953,1,109,1248,251.23,252.23,0,0,55
1457581,1,109,1778,183.39,182.39,0,0,231
1087222,1,109,1062,183.36,182.36,0,0,393
1012912,1,109,2707,191.12,160.11,0,1,757
1025222,1,109,1207,324.04,384.18,0,1,473
1040582,1,109,1230,325.98,390,0,1,405
1143940,1,109,2322,323.04,381.21,0,1,782
1109409,1,109,2290,283.24,285.24,0,0,487
1340297,1,109,1727,393.85,392.85,0,0,231
1295826,1,109,1109,231.83,289.12,1,0,1525
1149390,1,109,2577,281.33,280.33,0,0,55
1471818,1,109,2640,280.33,282.33,0,0,216
1454329,1,109,1878,280.33,282.33,0,0,123
1253948,1,109,2306,243.5,340.53,0,0,150
1080614,1,109,1216,455.93,455.93,0,0,40
1012603,1,109,2126,486,485,0,0,80
1279742,1,109,2826,329.83,330.83,0,0,433
1042464,1,109,1754,292.03,291.03,0,0,393
1306799,1,109,1971,258.99,324.04,1,0,404
1371123,1,109,1902,387.03,447.23,0,0,14
1196787,1,109,1770,338.53,485.03,0,0,69
1085026,1,109,1198,180.45,179.45,0,0,203
1086450,1,109,1311,154.23,155.23,0,0,366
1029867,1,109,1803,161.05,219.22,0,0,190
1222288,1,109,2494,272.63,270.63,0,0,15
1382179,1,109,1847,244.5,272.63,0,0,15
1097585,1,109,1558,581.03,611.13,1,1,149
1355290,1,109,2581,582.03,610.13,1,1,285
1097119,1,109,1962,582.03,612.13,1,1,378
1070699,1,109,1445,627.62,628.62,0,0,67
1235068,1,109,2760,243.53,243.53,0,0,95
1008177,1,109,1525,242.5,282.33,0,0,217
1298080,1,109,2704,242.5,282.33,0,0,231
1124740,1,109,2492,388.03,388.03,0,0,69
1320770,1,109,1543,484.03,486.03,0,0,81
1287929,1,109,2304,486.03,484.03,0,0,67
1212128,1,52,1885,134.89,132.89,0,0,877
1025678,1,52,1993,132.89,134.89,0,0,690
1411268,1,52,2539,135.86,134.86,0,0,500
1447861,1,52,2139,340.5,437.53,0,0,121
1057386,1,52,2631,252.23,251.23,0,0,80
1393327,1,52,1248,247.35,247.35,0,0,81
1257414,1,52,1778,180.45,180.45,0,0,634
1483927,1,52,1062,184.33,184.33,0,0,485
1283555,1,52,2707,191.15,190.15,0,0,1283
1053097,1,52,1207,322.07,384.18,0,0,162
1438933,1,52,1230,313.31,376.39,0,0,258
1062683,1,52,2322,323.04,374.45,0,0,256
1351805,1,52,2290,281.33,282.33,0,0,715
1386206,1,52,1727,414.22,413.22,0,0,379
1134661,1,52,1109,249.29,281.36,1,0,2902
1492861,1,52,2577,282.33,281.33,0,0,392
1374217,1,52,2640,282.33,281.33,0,0,285
1000432,1,52,1878,280.33,282.33,0,0,121
1027204,1,52,2306,242.5,339.53,0,1,553
1053195,1,52,1216,455.93,455.93,0,1,54
1234809,1,52,2126,486,533.53,0,1,54
1402563,1,52,2826,311.43,310.43,0,0,701
1109500,1,52,1754,274.57,272.57,0,0,662
1283719,1,52,1971,260.99,322.04,1,0,296
1199336,1,52,1902,399.67,447.23,0,0,69
1182329,1,52,1247,389.03,446.23,0,0,94
1069767,1,52,1770,339.53,485.03,0,0,82
1196240,1,52,1198,129.04,195,0,0,69
1435209,1,52,1311,167.87,167.87,0,0,1067
1065930,1,52,1803,164.93,165.93,0,0,1012
1227989,1,52,1438,244.5,270.63,0,0,148
1138731,1,52,2494,242.5,272.63,0,0,123
1049758,1,52,1847,244.5,270.63,0,0,82
1078502,1,52,1558,583.03,610.13,1,0,216
1344728,1,52,2581,583.03,611.13,1,1,446
1101172,1,52,1962,583.94,612.13,1,1,636
1442300,1,52,1445,628.62,628.62,0,0,150
1057552,1,52,2444,637.29,639.29,0,0,109
1159377,1,52,2867,627.62,627.62,0,0,81
1320379,1,52,2760,243.53,243.53,0,0,176
1349745,1,52,1525,245.44,280.33,0,0,688
1221716,1,52,2704,244.5,282.33,0,0,270
1337897,1,52,2492,387.03,388.03,0,0,69
1474343,1,52,1543,486.03,484.03,0,0,190
1301046,1,52,2304,486.03,485.03,0,0,135
1297434,1,93,1885,116.46,116.46,0,0,580
1161248,1,93,1993,116.43,117.43,0,0,283
1488070,1,93,2539,116.43,116.43,0,0,527
1181522,1,93,2139,445.29,444.29,0,0,54
1192667,1,93,2631,109.61,248.32,0,0,136
1251975,1,93,1248,93.12,242.5,0,0,94
1102799,1,93,1778,169.81,167.81,0,0,242
1472256,1,93,1062,167.81,169.81,0,0,393
1465018,1,93,2707,188.24,231.83,0,0,161
1491331,1,93,1207,315.28,314.28,0,0,285
1286012,1,93,1230,315.25,317.25,0,0,215
1392055,1,93,2322,320.13,321.13,0,0,297
1189071,1,93,2290,311.43,311.43,0,0,499
1028436,1,93,1727,404.55,403.55,0,0,176
1454719,1,93,1109,273.6,306.58,0,0,499
1024572,1,93,2577,242.53,241.53,0,0,40
1244138,1,93,2640,242.53,242.53,0,0,258
1029753,1,93,1878,243.53,242.53,0,0,123
1491541,1,93,2306,243.5,242.5,0,1,94
1292444,1,93,1216,397.76,464.63,0,0,94
1193351,1,93,2126,438.5,486.03,0,1,109
1230639,1,93,2826,281.36,279.36,0,0,188
1048081,1,93,1754,281.33,280.33,0,0,418
1129793,1,93,1971,261.96,289.06,1,0,528
1243310,1,93,1247,485.03,484.03,0,0,26
1442701,1,93,1558,583.03,611.13,1,1,149
1280889,1,93,2581,583.97,612.13,1,1,285
1417960,1,93,1962,581.03,612.13,1,1,242
1498092,1,93,1445,658.63,658.63,0,0,40
1101719,1,93,2760,231.83,231.83,0,0,109
1403661,1,93,2492,446.23,446.23,0,0,13
1017970,1,93,1543,503.43,504.43,0,0,109
1447220,1,93,2304,505.43,503.43,0,0,41
1280872,1,186,1885,114.49,114.52,0,1,458
1433463,1,186,1993,113.52,97,0,1,420
1299491,1,186,2539,113.49,121.25,0,1,487
1170767,1,186,2139,454.93,454.93,0,0,13
1413549,1,186,2631,97,243.53,0,0,40
1037702,1,186,1248,161.99,238.62,0,0,26
1234145,1,186,1778,172.69,172.69,0,0,163
1290057,1,186,1062,175.6,176.6,0,0,163
1076478,1,186,2707,153.29,227.95,0,0,161
1123877,1,186,1207,325.98,324.98,0,0,26
1040537,1,186,1230,311.37,313.37,0,0,67
1413263,1,186,2322,314.31,315.31,0,0,40
1444253,1,186,2290,296.85,296.85,0,0,297
1421529,1,186,1727,360.87,404.55,0,1,285
1053122,1,186,1109,262.93,305.58,0,0,95
1101957,1,186,2640,242.53,242.53,0,0,121
1202595,1,186,1878,243.53,242.53,0,0,68
1485044,1,186,2306,243.5,311.37,0,0,41
1314436,1,186,1216,388.03,388.03,0,0,82
1002937,1,186,2126,436.5,437.5,0,0,54
1027607,1,186,2826,280.36,280.36,0,0,270
1081538,1,186,1754,280.33,281.33,0,0,298
1020019,1,186,1971,260.96,289.06,1,0,269
1130125,1,186,1902,486.03,486.03,0,0,27
1033743,1,186,1247,484.03,484.03,0,0,13
1230942,1,186,1558,581.03,612.13,1,1,150
1185749,1,186,2581,583.03,612.13,1,1,190
1462330,1,186,1962,582.97,613.1,1,1,231
1415968,1,186,1445,659.63,658.63,0,0,96
1048364,1,186,2444,658.63,659.63,0,1,28
1279688,1,186,2760,233.83,233.83,0,1,69
1252664,1,186,1525,282.33,280.33,0,0,14
1328134,1,186,2492,447.23,447.23,0,0,27
1243602,1,186,1543,505.43,505.43,0,0,27
1381720,1,186,2304,505.43,505.43,0,0,41
1140042,1,146,1885,115.46,113.49,0,1,568
1108192,1,146,1993,114.49,115.46,0,1,215
1281090,1,146,2539,114.49,112.52,0,1,366
1156637,1,146,2139,454.93,455.93,0,0,28
1496258,1,146,2631,170.78,252.23,0,0,202
1168924,1,146,1248,156.23,246.38,0,0,243
1383075,1,146,1778,180.42,181.42,0,0,163
1403633,1,146,1062,170.72,170.72,0,0,663
1048242,1,146,2707,193.06,229.95,0,0,635
1463146,1,146,1207,325.98,325.98,0,0,123
1140612,1,146,1230,319.19,318.19,0,0,54
1473935,1,146,2322,325.98,323.98,0,0,121
1164332,1,146,2290,310.43,311.43,0,0,1648
1044840,1,146,1727,402.55,402.55,0,0,366
1142459,1,146,1109,284.27,284.27,0,0,1499
1235055,1,146,2577,241.53,242.53,0,0,458
1442571,1,146,2640,242.53,243.53,0,0,851
1415822,1,146,1878,241.53,243.53,0,0,717
1099204,1,146,2306,243.5,315.31,0,1,202
1204273,1,146,1216,389.97,417.13,0,1,202
1087759,1,146,2126,436.5,437.5,0,0,163
1158144,1,146,2826,280.36,279.36,0,0,852
1415160,1,146,1754,258.08,258.08,0,0,458
1164173,1,146,1971,259.96,289.06,1,0,742
1273573,1,146,1902,485.03,484.03,0,0,148
1395612,1,146,1247,484.03,484.03,0,0,40
1283425,1,146,1770,486.03,486.03,0,0,13
1113002,1,146,1558,589.82,615.04,1,0,161
1490156,1,146,2581,581.03,611.1,1,0,202
1061664,1,146,1962,583.94,610.13,1,0,391
1137066,1,146,1445,667.39,666.39,0,0,176
1299412,1,146,2444,571.33,668.39,0,0,27
1432856,1,146,2867,659.63,658.63,0,0,69
1250003,1,146,2760,231.83,231.83,0,0,337
1265393,1,146,1525,242.5,244.5,0,0,150
1246001,1,146,2704,244.5,243.5,0,0,284
1114126,1,146,2492,445.23,446.23,0,0,82
1393435,1,146,1543,503.43,503.43,0,1,123
1034698,1,146,2304,505.43,504.43,0,1,150
1434245,1,57,1885,122.25,123.25,0,0,392
1068756,1,57,1993,120.34,120.34,0,0,230
1070693,1,57,2539,116.43,116.43,0,0,121
1402195,1,57,1248,174.6,238.62,0,0,55
1277599,1,57,1778,159.08,161.08,0,0,109
1375062,1,57,1062,158.14,157.14,0,0,271
1297591,1,57,2707,193.06,230.92,0,0,230
1094331,1,57,1230,317.19,317.19,0,0,325
1031215,1,57,2322,319.19,322.1,0,1,501
1064440,1,57,2290,298.76,299.76,0,0,406
1429139,1,57,1727,426.83,425.83,0,0,339
1320588,1,57,1109,311.43,309.43,0,0,108
1267811,1,57,2640,241.53,242.53,0,0,54
1020840,1,57,1878,242.53,241.53,0,0,14
1499816,1,57,2306,244.5,244.5,0,1,28
1182309,1,57,1216,387.03,466.63,0,1,42
1234536,1,57,2126,437.5,438.5,0,0,27
1057254,1,57,2826,328.86,328.86,0,0,80
1347010,1,57,1754,291.03,292.03,0,0,177
1187957,1,57,1971,258.99,290.03,1,0,500
1036446,1,57,1247,484.03,484.03,0,0,26
1085808,1,57,1558,591.73,611.13,1,0,109
1011962,1,57,2581,584.91,610.13,1,0,122
1185704,1,57,1962,584.94,611.1,1,0,202
1251633,1,57,1445,658.63,659.63,0,0,27
1373763,1,57,2444,660.63,659.63,0,0,13
1240826,1,57,1543,503.43,503.43,0,0,15
1343503,1,57,2304,505.43,504.43,0,0,15
1342806,1,149,1885,116.43,118.37,0,1,568
1049587,1,149,1993,119.37,121.25,0,1,513
1249580,1,149,2539,114.52,122.25,0,1,204
1380598,1,149,2139,388.03,387.03,0,0,14
1293510,1,149,2631,252.23,253.23,0,0,26
1035355,1,149,1248,246.41,247.41,0,0,40
1304985,1,149,1778,160.11,160.11,0,0,149
1405843,1,149,1062,159.14,158.14,0,0,365
1341382,1,149,2707,183.39,215.4,0,0,256
1076395,1,149,1207,307.49,309.49,0,0,161
1442983,1,149,1230,315.25,316.25,0,0,108
1045407,1,149,2322,310.4,311.4,0,0,67
1000473,1,149,2290,310.43,309.43,0,0,189
1157304,1,149,1727,146.5,425.83,0,0,108
1164650,1,149,1109,289.12,288.12,0,0,177
1242804,1,149,2640,241.53,242.53,0,0,81
1058087,1,149,1878,242.53,241.53,0,0,82
1363454,1,149,2306,243.5,339.53,0,1,80
1195311,1,149,1216,388.03,466.63,0,0,40
1025290,1,149,2126,436.5,436.5,0,1,27
1403057,1,149,2826,327.86,327.86,0,0,41
1132852,1,149,1754,291.03,290.03,0,0,136
1232259,1,149,1971,259.99,292.03,1,0,338
1174287,1,149,1902,486.03,485.03,0,0,15
1399061,1,149,1247,484.03,484.03,0,0,13
1329824,1,149,1558,582.03,612.13,1,0,67
1181435,1,149,2581,581.03,610.13,1,0,150
1186268,1,149,1962,581.03,610.13,1,0,27
1172198,1,149,2444,660.63,659.63,0,0,40
1382334,1,149,2760,232.83,231.83,0,0,95
1349265,1,149,1525,244.5,282.33,0,0,40
1089903,1,149,2704,243.5,281.33,0,0,41
1499086,1,149,2492,446.23,446.23,0,0,13
1491527,1,149,1543,504.43,504.43,0,0,68
1228362,1,149,2304,503.43,505.43,0,0,14
1321689,1,89,1885,134.86,134.86,0,0,933
1110803,1,89,1993,134.83,135.83,0,0,837
1012502,1,89,2539,135.86,135.86,0,0,285
1220387,1,89,2139,328.86,435.53,0,0,82
1084180,1,89,2631,253.23,251.23,0,0,55
1469682,1,89,1778,185.33,183.33,0,0,377
1420736,1,89,1062,181.45,180.45,0,0,458
1264935,1,89,2707,193.03,193.03,0,0,755
1151068,1,89,2290,303.67,303.67,0,0,540
1361734,1,89,1727,386.12,429.77,0,0,297
1357376,1,89,1109,235.77,281.36,1,0,1391
1140101,1,89,2577,281.33,280.33,0,0,80
1151666,1,89,2640,281.33,280.33,0,0,82
1048572,1,89,1878,282.33,280.33,0,0,80
1379525,1,89,2306,243.5,242.5,0,1,324
1152138,1,89,1216,456.93,454.93,0,1,81
1478586,1,89,2126,487,485,0,0,68
1092935,1,89,2826,341.44,342.44,0,0,566
1090744,1,89,1754,284.27,283.27,0,0,487
1481408,1,89,1971,259.99,343.44,1,0,284
1313048,1,89,1902,388.03,445.23,0,0,68
1378092,1,89,1247,388.03,446.23,0,0,68
1295659,1,89,1770,339.53,484.03,0,0,53
1309759,1,89,1198,145.56,185.3,0,0,271
1221919,1,89,1311,164.93,163.93,0,0,445
1260899,1,89,1803,165.9,165.9,0,0,418
1163612,1,89,1438,243.5,270.63,0,0,15
1394259,1,89,2494,243.5,272.63,0,0,68
1373016,1,89,1847,244.5,243.5,0,0,13
1085157,1,89,1558,581.03,610.13,1,1,229
1381958,1,89,2581,587.85,612.13,1,1,351
1364164,1,89,1962,581.03,616.98,1,1,594
1052877,1,89,1445,633.41,634.41,0,0,82
1354291,1,89,2444,628.62,627.62,0,0,14
1403994,1,89,2867,628.62,627.62,0,0,28
1172100,1,89,2760,243.53,242.53,0,0,53
1295152,1,89,1525,244.5,280.33,0,0,190
1211222,1,89,2704,242.5,282.33,0,0,55
1441729,1,89,2492,389.03,389.03,0,0,40
1117611,1,89,1543,485.03,486.03,0,0,54
1289129,1,89,2304,484.03,485.03,0,0,27
1421951,1,124,1885,134.89,133.89,0,0,419
1388716,1,124,1993,133.89,133.89,0,0,392
1466128,1,124,2539,134.89,133.89,0,0,269
1146608,1,124,2139,341.5,437.53,0,1,42
1041215,1,124,2631,253.23,251.23,0,0,26
1146863,1,124,1248,252.23,251.23,0,0,13
1373238,1,124,1778,179.48,179.48,0,0,257
1346961,1,124,1062,184.36,184.36,0,0,405
1321387,1,124,2707,192.06,193.06,0,0,622
1483792,1,124,1230,322.1,321.1,0,0,823
1204960,1,124,2290,296.88,296.88,0,0,269
1146645,1,124,1727,446.23,447.23,0,0,352
1036633,1,124,1109,261.96,302.67,1,0,998
1277471,1,124,2640,282.33,281.33,0,0,26
1011681,1,124,2306,260.99,338.53,0,0,68
1461688,1,124,1216,455.93,456.93,0,1,13
1155038,1,124,2126,486,532.53,0,1,41
1445086,1,124,2826,310.43,309.43,0,0,297
1313262,1,124,1754,291.03,291.03,0,0,863
1352378,1,124,1971,260.96,324.04,1,0,728
1008650,1,124,1247,389.03,447.23,0,0,15
